"id","profileName","text","date","title","rating","images"
"R1XPFOGBHSG8K4","Akash peelwa","
  PLZZ read this complete information before buying from AmazonThey do not refund if your product got defected.Amazon is worst in providing services so if you have any option to buy from Flipkart then go there. Don't waste your time on AmazonRegarding mobileWorst mobile i have ever seenBattery charging time is more than expected.Battery drainaing problem is thereCamera will stuck when you click pictures.Poor camera quality they said 48 mp but it's like 12mp.  If you are game lover then PLZZ try another mobile. Performance is very low.I told Amazon customer care to take this product back but they are not helping me instead they want me to go service center in covid19 situation which is in red zone. They can't provide home visit because their technician life is more important than customer. If customer get infected it's ok for them.Thanks Amazon for this service now i hate Amazon more than tiktok.Unistalling the app right now. And also recommending my friend's and relatives to not buy anything from Amazon, they are worst.
","Reviewed in India on 9 June 2020","PLZZ read this before Wasting your money.",1,""
"R3AJTXL8F66G4H","Amit Kumar Gupta","
  Nice product..Nice camera,nice battery backup, everything is best.
","Reviewed in India on 21 March 2020","Thank you Amazon and Redmi",5,"https://images-na.ssl-images-amazon.com/images/I/611ImAHIXvL.jpg
https://images-na.ssl-images-amazon.com/images/I/71cJu+lieRL.jpg
https://images-na.ssl-images-amazon.com/images/I/71nLWuntAAL.jpg"
"REHA9EV6HHUZQ","manish","
  good batter backupgood cameragood mob designno any issue
","Reviewed in India on 21 March 2020","osm mobile phone",4,"https://images-na.ssl-images-amazon.com/images/I/71mr5yIaWBL.jpg"
"R1SR3TST5RX2O9","Janvhi J.","
  Hi all,As I have bought redmi note 9 pro on first sale, I would like to share my review on this.I would give  you my honest experience..I will talk only about the Lacunas/cons  of this phone,1.Battery-it lasts only for 24 hrs by general use,(like phone call, YouTube, whatsup video call) without gaming, while gaming it's battery drains fastly, for charging it takes 2 hrs.2.Camera-As it is 48 MP, I personally did not find anything like 48 MP, rather samsung M30 has better quality of pics than this 48 MP, Night mode is not good enough,Its just a hipe,clarity has to be compromised,Even front camera is not good, pics get blurr by zoom. Same here samsung M30 again have gain..So camera is not as good as they told., blur and shaggy images, I have really disappointed.3.Display- kindly go for super Amoled display, if you compare FHD of redmi note 9 pro and sAmoled of samsung you will really feel the difference,4.Gaming has heating problem,battery drains fastly,5.weight is something I feel heavy, hard to use by single hand.6.sound is average,So it's my honest feedback after using it for 4 days. I really feel disappointed.( In battery, camera, display, Sound)Now other things like processor, interface,speed, design, finger print sensor are best.Thanks 👍
","Reviewed in India on 22 March 2020","Good But Not As Expected",4,"https://images-na.ssl-images-amazon.com/images/I/61Bm60tYPAL.jpg
https://images-na.ssl-images-amazon.com/images/I/61UZstd0z0L.jpg"
"R1I1Y5CMR6XE52","Arun kumar","
  Super camera, battery, sound amazing  very much
","Reviewed in India on 22 March 2020","Very nice protect super",5,"https://images-na.ssl-images-amazon.com/images/I/716soFCAOvL.jpg
https://images-na.ssl-images-amazon.com/images/I/71N+tZuY1ZL.jpg
https://images-na.ssl-images-amazon.com/images/I/816+1SynrTL.jpg
https://images-na.ssl-images-amazon.com/images/I/81umZ-LvhoL.jpg
https://images-na.ssl-images-amazon.com/images/I/910YqCOiYJL.jpg"
"R3P4A87KTEUDJ8","Bhushan","
  Bought Redmi Note 9 Pro (Interstellar Black) in 1st sale, using it extensively. Read my review, if you are planning to buy one.EDIT: 1. Updating review for using more than a month, facing some strange battery drain issue, battery is not lasting even for a day. Once, fully charged, it automatically gets decreased by 5-10% without doing anything.2. For daily usage screen size feels too big, not easily manageable, also device is bulky.--------------------------------Pros:1.  48MP Quad Camera (with Samsung GM2 Sensor) captures amazing pictures, both outdoor as well as indoor.- Even in low light conditions, photo looks cool.- Selfie looks more natural, not over beautification like oppo,vivo.2.  6.67 inch FHD+ dot display looks good.3.  Dedicated Memory card slot.4.  5020 mAH li-polymer battery - it easily lasts for more than a day with average usage.- With 18w charger, it takes less than 2 hrs for full charge.5.  P2i splash-proof nano-coating6.  Notification LED7.  IR Blaster*NavIC for navigation, but haven't noticed any difference than GPS.Cons:1.  60 Hz display (vs 90 Hz display of Realme 6) : Difference is noticable, while playing games.2.  For PUBG, RN9Pro frame rate setting limited to Ultra, on other hand, Realme6 supports up to Extreme.In short, Gaming is better on Realme 6 with MediaTek G90T.Final Verdict: If you want device with better battery performance, Redmi Note 9 Pro is gold choice.- For better display & gaming experience, get Realme 6.*Will edit review, after using few more days.
","Reviewed in India on 26 March 2020","Amazing Camera || Battery Drain Issue , Feels Bulky (Updated)",3,""
"R286WPUUGZ6VRS","Sourabh Sushil","
   As you can see in the video that there is no headphone connected to the device ... No sound is emitted through the device. Poor flaw in the manufacturing sector. I would have rather rated 0 if it the option was present.
","Reviewed in India on 15 May 2020","Speaker Not Working",1,""
"R3RS80S83WVN0H","Harshita Singh","
  The phone is not supporting any kind of SD card and always asking to format the SD card. The medias and files of external storage keeps disappearing automatically without permission. the pictures clicked takes a lot of time in processing and couldnt be viewed instantly.
","Reviewed in India on 23 March 2020","It doesnt support any kind of SD card",1,""
"R39LXKE9IBZOC3","Dr. Rahul Kumar ","
  Not good,Hang and some time show error many times in every app,Some feature problemOver all disappointing
","Reviewed in India on 24 March 2020","Don't buy first redmi phone experince very bad",1,""
"R2ZPG34UJMNGXG","Ankit vashisht","
  Too much hanged when I call someone it hanged and restarted again also replacement is not working only return available is it some kinnd of joke.
","Reviewed in India on 30 March 2020","Hanged phone",1,""
"RNSHFGKT80S8O","Syed Hasan Jilani","
  I'm giving this 3 stars because of the camera performance, I'm not a gaming fan only bought this mobile for battery n camera purpose, but camera disappoint a lot. They photos looks gud until you zoom in, there is no detailing what so ever. It has all the censors n may work gud, the only problem is that the software didn't work properly. This may be resolved in future updates, so please consider this before buying. I'm waiting for a stable Gcam support for this Note 9 pro. Will update my review if the problem get fixed.
","Reviewed in India on 24 March 2020","Camera Performance is average",3,""
"R38E0XTNTOARQ0","Aarav bhaharwal","
  Very bad quality heating charge very much
","Reviewed in India on 2 April 2020","Wrong item delivered and no refund nd no return",1,""
"R3JTPQL832H4TL","SUMEET KUMAR SUMAN","
  Superb phone. Awesome camera, battery, processor, & speed
","Reviewed in India on 21 March 2020","Best Smartphone in range",5,""
"R33USNRLG2V6JX","Abhishek M.","
   I am facing display retention problem, after using the display for about 30-60 minute the screen retain the picture, and I don't think it is a software issue. The display panel used in this device have a problem. So please mind the display before purchasing this device.
","Reviewed in India on 26 April 2020","Display retention issue",2,""
"RCJ3KRSD8PDUP","Tarun kumar","
  Incoming receiver(voice call) has corrupted with in 20 days of purchase and couldn't talk or take the calls without keeping on speaker. Felt very upset, even though not using the phone for much time but the hardware got damaged.Really with much eager i have waited and i have purchased but with in time lost the interest  on this product and  some how hanging is there in the mobile. Please make sure of purchasing of this product and i'm an MI fan but not satisfied with this product
","Reviewed in India on 28 April 2020","incoming receiver(voicecall) has corrupted with in 20 days",1,""
"R11E9ND4FKE1Q","Syed mamoon","
  Awesome phoneCamera is goodBattery backup is goodDisplay quality goodAnd performance as per processor is awesome as MI is best in that
","Reviewed in India on 22 March 2020","Value for money phone",5,"https://images-na.ssl-images-amazon.com/images/I/816+rixaBeL.jpg"
"R3V96SE1LPFDOT","Vivek","
  Xiaomi phone quality is detorerating gradually, after owning so many phones and suggesting others for their quality, but recently I am encountering issues in brand new phones. Mainly the proximity sensor issue is there. Display goes off when call someone or get call and it stays off entire duration of the call. Its annoying and frustrating.
","Reviewed in India on 24 May 2020","Phone quality degrading, Hype is the new game Xiaomi playing.",1,""
"R297VVO007XBFP","Avijeet kumar","
  Touch problem and battery problem
","Reviewed in India on 22 March 2020","Touch and battery problem",1,""
"R1XET11F0YQ63O","Harpreet Singh","
  This phone promises lot but gives very less.Most Importantly 48mp option in camera modes.I didn't find much difference in normal mode and 48mp mode. Sometimes photos taken by 48mp are noisy, 48mp mode doesn't work well when strong ambient light present.Other issue is Google assistant. I tried many times to wake assistant with command Ok google, but it doesn't work only. I've set up everything in assistant which is essential to use voice assistance, but no usePlease don't feel heart broken, so far these two are the only drawbacks I found but I must say battery is just wow. With one full charge phone last almost 2 days with normal use. I was surprised. Camera also works well for 13k mobile. Except 48mp mode, maybe due to some software issues. Otherwise phones runs quite smoothly, load games & apps very quickly
","Reviewed in India on 23 March 2020","Read before buying",3,""
"R3HZY41VDFE408","Srajan sahu","
  This mobile showing 1.5GB free ram only out of 4GB even I have not download a single app😡😡
","Reviewed in India on 17 May 2020","What can i do for showing 1.5GB Ram Free out of 4GB Ram",1,""
"R1FI7SCI8BR4WT","Robin Bansal","
  The phone Restarts automatically if you call more than 15 mins.
","Reviewed in India on 16 April 2020","Phone Restarts automatically during call",1,""
"R1SMOOIYGFVOOW","sateesh kumar meena","
  I am disappointed with redmi note 9 pro products. I bought this phone on dated 25 may 2020. Today, 28/05/2020, the screen suddenly stopped working and phone automatically going to off. Voice not clear during the phone call. The phone doesn't get switch on after the screen display went off. This is a ridiculous product brand who only offers reasonable priced phone but quality is so poor and services are worst. I am not able to contact their team. The product is still under warranty. I an suggestion no one purchase this product
","Reviewed in India on 28 May 2020","Phone off during the call automatically",1,""
"R3AE3B0RM70DWJ","siddhant","
  I would suggest everyone to buy the product... I have purchased this in first sale at 12999₹ and is overall very satisfied till date at this price point.Pros:1. Massive battery backup2. Camera (Too good)3. Design4. Quich fingerprint scanner5. Top notch quality6. Very responsive and quick7. Pubg and counter strike is very  smooth8. Fells as a premium phoneCons:1. A little heavy due to huge battery2. Slow charging 18 watts (2 hours  approx) full charge3. Display performs a little less in  sunlight4. Little slippery (if used without  cover)Overall if compared to realme 5 pro and realme narzo with redmi note 9 pro it looks very premium and design is very good and wins in every aspect if charging is kept asideRealme only wins in charging capacity which provides 33 watts charger.Hope it helps👍
","Reviewed in India on 6 June 2020","Honest review",5,""
"RLW6PYZEPO8BM","N.Dennis","
  I've taken this mobile by seeing product reviews on YouTube. But Device totally different from reviews. Too much heat and hanging. Battery drainage  are the problems O face now. I'm truly unsatisfied with the product. Delivery is ok.
","Reviewed in India on 4 June 2020","Very bad.",1,""
"R10TACBBJUH3ZE","Anurag","
  This phone is worst. It's been only 8 days , the phone is lagging a lot. I have made a new space in phone for my office workplace so on switching it takes around 1 min.Sometimes,it gives a lag when I try to unlock through fingerprint, moreover frequently it restarts.I told this issue to Amazon people they told me to download the app to verify my issues, and they are saying that there no such issues they have report of it and when I asked them ki how much ram is in current usage they were not able to tell me because as I can check ram usage is around 70℅ and I dnt have enough apps in my phone. They have changed all the return policies and their service is worst.
","Reviewed in India on 3 June 2020","Don't but this phone, waste of money.",1,""
"R1ODV2MFE9115J","Vipal","
  it hangs, the camera does not open in the first instance always prompts to restart the mobile when opening the camera, battery does not last long as expected, needs to be charged everyday if its full charge in the morning it needs to be charge by 7 pm, without any games or any heavy usage. The screen goes blank after attending any call... seems like i got some defective piece and could not return the same coz of lockdown and still have not been able to show it to any service center, seems like i have wasted my hard earned money...
","Reviewed in India on 26 June 2020","worst decision to buy this mobile...",1,""
"R38YD42MODS65Q","Lavanya a","
  Don't buy 4GB version bcz too slow and if u use 3 or 4 application mobile stuck and some time restart automatically....Camera picture quality OK but night time not good and camera app response also slow other wise mobile NYC battery backup and big screen all super expect camera responses and software hanging problems
","Reviewed in India on 5 May 2020","Don't buy 4GB version bcz too slow pls go note9 pro Max",1,"https://images-na.ssl-images-amazon.com/images/I/51yzRZq96nL.jpg"
"R116HITZIMIIZS","Beast","
  Worst cameras
","Reviewed in India on 9 April 2020","Don't buy",1,""
"R258D47XYF29A7","Piyush Singh","
  Because redmi note 9 pro doesn't proper working
","Reviewed in India on 22 March 2020","A",1,""
"R32PB5RH6Z1815","Yakshith","
  The front camera size on the screen is too big , Mi should  work on this  ,It is the issue  ,, otherwise Good phone comparing to other brands
","Reviewed in India on 21 March 2020","Not Bad good",3,""
"R1MRIMOW2F375I","Arun k.","
  Defective item it automatically restarts
","Reviewed in India on 22 March 2020","Not good mobile",1,""
"R2KBXDT6IZTNO7","MJ","
  Not good experience.Phone feels bulky and is very big to hold.Miui hangs a lot.Many times have to restart phone to get camera working.Google apps keep on crashing.Unnecessary advertisements,Too bad, u don't expect ads after paying this much.
","Reviewed in India on 5 June 2020","Skip redmi phones",2,""
"R3CIVFSPH17F0Q","Irshad","
  Note 9 pro is worst phone launched by MI till now, i bought this phone by trusting MI brand as i have used Redmi note 4 earlier which is a superb phone by MI.But in this Redmi Note 9 pro,  Xiaomi is making fool customers by by just changing the location of finger sensor at a wrong place (sideways).They say that camera is 48 Mp but when you take photos, there is nothing like 48 MP.Touch screen is too slow.Battery is 5020 mha but it is draining too fast. Nothing like 5020mha.Phone is too heavy to handle while you do multiple tasks while using the phone.Just a waste of money.
","Reviewed in India on 14 May 2020","Worst MI phone till now",1,""
"R1J80YXXEYZRL3","Mr.Bhatti","
  🙏Thank You Amazon Employees👍🇮🇳For My Refund After 2 Months Because My Phone Was Not Working Properly ...But This Was A Great Phone I'm Thinking About Buying This Phone Again Next Sale Unfortunately I'll Have To Pay 1 Thousand Extra To Bad I Would Have Gotten Exchange Unit But This Lockdown I Couldn't....But I Still Thank All Amazon Employees  For Understanding & Helping Us Out With Our Problem's May God Bless You All With Good Health & Fitness 👍🇮🇳🙏 🙏🇮🇳I Have Trust In Amazon 🙏🛰️📡  🇮🇳👍#1Amazon #1👍🇮🇳
","Reviewed in India on 29 May 2020","🇮🇳🙏🛰️#1Amazon🇮🇳I Have Trust In Amazon 🇮🇳🙏📡👍",5,""
"R2Y17G1FITXATO","Afro","
  The way youtube took us by storm by claiming it to have a solid and premium build quality. I was amazed. But soon after I ordered and received the product, I realized that the screen has a gradiant grey shading from the bottom. The glass quality doesn't look like the ones we have in premium phones. I wonder if Corning Gorilla Glass is also made as per grade and different rates. To sum it up you get a considerable product better go for Samsung M21 and thank me later.
","Reviewed in India on 8 July 2020","Hype Hype Hype. Useless UI, Average Battery and Build quality.",3,""
"R6VDHVYO47CJB","Rohit modak","
  Awesome phone....this is the very comfortable phone....price is no very costly..#Milove
","Reviewed in India on 21 March 2020","Awesome phone",5,""
"R1GM42PM211ZS4","Tarun","
  Review after one month of heavy usage...I play pubg..asphalt ..call of duty..and all other social media apps..So my review is based on my usagePros- 1) Battery life.... Battery life is great... It has 5020 mah battery which gives me one day ..after heavy usageAlso it comes with 18watt fast charger....2) cameras...it has best camera under 20k price tag3) Processor- Snapdragon 720g works great...i experienced a very less frame drops in pubg... But it works very fine and smooth4)design - design is lovelyCons...1) display.... Although its display is great its has IPS Full HD plus display....but it would be more fun...if it is amoled...or a 90Hz refresh rate2) speakers... Speakers is not great..but also not badThat's what i experienced about this device..Give a thumbs up if u found helpful..
","Reviewed in India on 7 August 2020","Read this review before buying...Complete all rounder..",5,""
"R2UC0RMNOZN4TV","naresh","
  Very bad experience,so much hanging phone , heating issues also ,bad colours effect display
","Reviewed in India on 16 May 2020","Baad product",1,""
"R1WULFLP1PLJ2A","pankaj","
  Display size getup awesome. Battery performance, charging time, sound quality are also good. No heating issue.  I am unhappy for not having optical zoom of 48 mp camera.  At last Thnx Amazon for quick delivered & thanks Redmi for to bring a good quality mobile (Redmi note 9 pro) to the market.
","Reviewed in India on 23 March 2020","Something something problem",5,"https://images-na.ssl-images-amazon.com/images/I/715MKRjZKjL.jpg
https://images-na.ssl-images-amazon.com/images/I/71Wzwj1FvCL.jpg
https://images-na.ssl-images-amazon.com/images/I/71h+csFvRML.jpg
https://images-na.ssl-images-amazon.com/images/I/81cPM3b7QHL.jpg"
"RDDXW66PJXW4K","Shantnu kashyap","
  I just purchased this phone after the lockdown. But that's my worst decision. Can you believe a new phone hanging like a 2 year old phone. Icons of home screen disappear suddenly. Camera is just like a 7k priced smartphone. Takes around 3 hours for full charge. Worst product by redmi till now( it's my first and last redmi phone)
","Reviewed in India on 21 June 2020","Don't go for it blindly",3,""
"R20YFA5I8P2R7Y","Tejas B R","
  Writing this after a three day useTo start with uniqueness, the quad camera setup, NavIC, side mounted fingerprint sensor, haptic feedback, glassy finish all the factors makes the phone pretty cool.Camera - The phone produces very good images using the 3 sensors(depth, macro, wide) according to customisation along with the primary 48mp shooter. The image produced will be highly dependent on factors like light exposure, camera handling, mode selected etc. Video recording is available with EIS & 30 and 60fps. There is an option to record videos with movie scope. Overall 4.2/5NavIC - The ISRO developed positioning system adds more accuracy while navigating. I really liked it and its our country's technology. 5/5Design - The phone is packed with almost all sensors, no issues. The glassy finish, front and back gives the phone a premium look. Comes with Gorila Glass 5 protection in 3 layers. 4.5/5Dedicated external memory slot - no need to buy a 128gb variant fearing the limited storage, can expand storage upto 512gb. 5/5Network reception - i witnessed a commendable hike in download speed, so the NW reception is very good. 5/5MIUI - Yes there were some preinstalled stuff which can be uninstalled easily. About the annoying ads and notifications, they could be disabled with some settings(available on many internet blogs). There where some minute bugs, which i'd expect to be sorted out with the next UI update. 3.8/5Notch - The user can manage how the punch hole cam could appear according to his desire. I dont like to hide it, as it looks good for me. 4/5Processor - RAM - The qualcomm snapdragon 720g with 2.3ghz clock speed makes the phone more reliable and very smooth. The RAM was able to retain the cache of previously opened apps for a noticeable amount of time, so switching between the apps now and then is not an issue the Processor and RAM pulls it off easily. 4.3/5Speaker - earpiece - Both sound outputs are commendable. 4.3/5Type c USB & 3.5mm headphone jack - Type C cable along with 18w charger, charges the phone within 2 hours from 10% to 100% without any heating issues. 33W adapter can obviously charge the device even faster, but it's not provided in the box. 4/5Battery - With a whopping 5020mah battery a moderate user can use the device for more than 1.5days with one time full charging. 5/5Notification light - It was nice to see the notification light available. After stuffing so many sensors they did not forget to add that, appreciate that. 5/5Gaming experience -  I'm not a mobile gamer, so refresh rate is not a concern to me. Still the qualcomm snapdragon 720g processor can easily handle games like PUBG or COD with HDR graphics.I havent faced any kind of heating issues nor lags while using the camera.Overall it's a very good phone, for this price range it is packed with commendable features and no compromise with the sensors.
","Reviewed in India on 5 June 2020","Excellent phone for a moderate user",5,"https://images-na.ssl-images-amazon.com/images/I/71FOi0ZXGuL.jpg
https://images-na.ssl-images-amazon.com/images/I/71O68kqOyfL.jpg
https://images-na.ssl-images-amazon.com/images/I/71q76OV71zL.jpg
https://images-na.ssl-images-amazon.com/images/I/81-PtHXZDgL.jpg"
"R37YNVMQJ968H3","Piku","
  1. Awesome Build Quality and Design2. Camera is not best, just decent3. Fingerprint censor is amazing4. Display is good for offline contents, not that good for online contents like Netflix (no HDR)5. Battery is awesome6. Took 1 hr 45 mnts for full charge7. Gaming is good. but Note 8 pro is better in gaming8. Audio is awesome9. Delivery was fantastic
","Reviewed in India on 24 May 2020","Good, could have been better",3,""
"R14YL00AMXWNP9","kanchan m.","
  Just Amazing...camera, battery, and performance top of the mark...
","Reviewed in India on 21 March 2020","Redmi note 9pro",5,""
"R1MSOIMLHOW0ZV","GOPAL S.","
  It is a good phone but not bestBattery is very good as my experienceFingerprint reader does not work alwaysBack camera takes very good photos at sunlight but not in the low light....selfie camera is as usual not ......camera is not exceptional....I use it for 15 says ......sometimes it is hanged....its processor is good but perfomence is not so good...Overall I can say that it is a good phone....but as I buy it so in first time when something is done wrong with this I become tensed ...  Good phone
","Reviewed in India on 13 June 2020","Overall good",4,""
"R1DXTT47ZKSEF1","Prosper Singh","
  The only thing I like about the phone is the side mounted fingerprint sensor. It's even faster than my Samsung tab s5e.Now comes the bad parts...1. As has been pointed out by other customers, Internet download speed is very slow (never reaches 2Mbps). My 4 years old Lenovo downloads the same file at 4Mbps using the same service provider at the same time.2. I'm not much into ""Mobile Photography"" but the picture quality is horrible. It becomes better with camera apps from Play Store(which doesn't give me control over the three other non primary lenses)3. This is my first time using an MI phone and the ads are annoying af. Can't turn them off too.4. The gesture controls are very uncomfortable. They can learn this from samsung.5. I don't know if this has happened to anyone but I actually ordered the black variant but was sent the blue one. It's written as ""Interstellar Black"" on the box but inside was the blue one.Overall, I'm disappointed. I gave it to my sister and I'll be buying another phone.
","Reviewed in India on 24 June 2020","Go for other phones",3,""
"R2L3XBIJFLO5RN","Deepak Rathore","
  Best quality and many fantastic features in this smartphone. Camera quality's very clear. Big display may want is in this smartphone. Fingerprint reader is very fast and battery life is to good. This smartphone is in gameing features , slow mode. We can every work on smartphone.
","Reviewed in India on 4 June 2020","Awesome quality 😍",5,""
"R1E3KZ08K887NH","Krishna","
  i got faulty prodct...and amazon was not responding to me...
","Reviewed in India on 26 May 2020","Amazon Selling Fake Prodcts",1,""
"R5TR1CFEIG8LG","Neelabh Sinha","
  Writing this review after 7 days of usage.Giving 4 star because of better battery life expectations, and also that MIUI needs to be cleaner (using for the first time. Was a stock android user since long). Other specs of the phone are fine.Delivery Experience - Great by Amazon. Couldn't recieve it quicker with all the lockdown that's in place nationwide. Recieved within 4 days or ordering.Battery life - Average. I am using the phone extensively, with regular music and light apps. Turns out that the battery lasts 1.5 days. I expected more.Camera - Good. You might find pictures getting hazy but I recieved a software update 2 days before (after 4 days of usage), and since then, the picture quality has been good. Picture quality has been good in all camera modes.Display - Good. Better than expected.Fingerprint Sensor - Takes a little time for unlocked screen to appear after you put your finger. Could have been better. No problems with the location of the fingerprint sensor.Heating Issues - No heating issues in phone whatsoever. Charger gets heated after 1 hour of charging or so.Performance - Good overall. No lags experienced.Charging speed - I could charge my phone from 0-100% in around 2 hours 25 minutes.MIUI - A lot of useless apps would be pre-installed. Half of them can't be uninstalled. MI Browser is bad. I would suggest to go to Apps->Default Apps and change few of those. Sliding up from home screen opens up the MI Browser. You can easily disable from settings.Note - Please disable the Dynamic Wallpaper Carousel. It eats up a lot of battery. By default, it's activated.Works well after the above cleanings.
","Reviewed in India on 14 May 2020","Detailed personal review after 1 week of usage",4,""
"R2EQN7DEKBJDNQ","Amazon Customer","
  I hate this product..phone battery not working properly and heating and I am trying to return this product but this is not returning ,saying to install a amazon checkup app and that app is also not working. It's a unfair means of marketing. Amazon is doing fraud. Don't buy mobiles from amazon
","Reviewed in India on 30 May 2020","Amazon fraud",1,""
"R361FKQLFNX23U","Haris","
  Great device in budget, we should not expect much in 14k. Rest of the things are perfectly working except fingerprint reader which is misbehaving once in a while (Negligible). I hope MI will resolve this with updates.Camera: Works great except in low light(AI is smoothing the image quality while Processin)Battery: It's the USP of the device, working perfectly.Gaming: PubG in balanced Ultra works great if you have a good speed of internet on your device.UI : It's good but not the best, lots of third party apps needs to be uninstall, showing belly dancing videos in preferred results(I don't know why? SMH)Connectivity: Perfect, way better than my Honor 9 lite. Earlier I was getting 28 mbps and now it's 43 mbps on the same wifi. Calls are good too.Conclusion: If you are on budget of 15k max, just go for it. You won't get a better device in that budget.
","Reviewed in India on 11 May 2020","Budget beast",5,""
"R1UQ5D37QG0QFX","Amit Singh","
  this phone is awesome its come with best mi camera and  very well charging smooth graphic powerful ram lots of storage and unbelievable features in this price range its best other than any brand, this  phone is better than costly phone which is come in 20k -30k price. So dont thik about performance just go for it you will get shocked by mi i want to say #Mibest
","Reviewed in India on 21 March 2020","#Mibest",5,""
"R347T5FOR1HG84","VBJ","
  Just paid marketing, nothing special.. Camera quality is very cheap... User Interface is so cheap.. Feels typical Chinese toy, Very Cheap
","Reviewed in India on 27 May 2020","Cheap Chinese Product",1,""
"R3SXVWS52WP2CW","Jatin Bariya","
  After Using this Phone for a Month,This is My Personal Review.Overall Review:- One of the Best smartphones in the price range of 14000₹-17000₹.Phone Specs:- Snapdragon Processor makes it function like a flagship phone.The Performance is Ultra Smooth and no lag is noticed even while continuously playing PUBG for too long.Camera: Camera Quality is quite impressive.The Colors are Vibrant. but the software could have been better since it is 64 Megapixel camera.Battery: It is Not up to my expectations,I am a heavy user so 100% Battery works for 7-8 hours for me.Display:- Beautiful display (90/100)Cons:-1)Heating issue is there while gaming for longer duration.2)Camera Software as mentioned above.3)Glass body on the backside is too weak and can easily be broken after slight damage.
","Reviewed in India on 31 July 2020","Overall Best Phone in Mid Range Segment",4,""
"R2GRTKUM37UVRN","FJ","
  Even though it's called interstellar Black it looks blue.The display is vivid, vibrant, colourful.Side mounted fingerprint reader is pretty fast.Camera quality is good and clicks photos quickly.The glass back is great to look, and hold, but it's a fingerprint magnet.IR blaster works great, the TV guide option in the Mi Remote app is helpful.The power button/fingerprint reader is a bit hard to press, but there's option to wake screen on lift or double tap to wake.The phone is thick, wide, heavy, and tall. If you're looking for a compact phone look elsewhere (compare dimensions with other phone), it's hard to use it single handedly.
","Reviewed in India on 26 May 2020","A feature packed phone in the budget segment",5,"https://images-na.ssl-images-amazon.com/images/I/710XJW4heBL.jpg
https://images-na.ssl-images-amazon.com/images/I/71f1TdOuo9L.jpg"
"R2BJPUXDYC3DF2","Subhomoy Chatterjee","
  #Mi Note 9 proI used this phone for approximately 10 days and here's my review:The side mounted fingerprint sensor is fast. I usually don't prefer indisplay fingerprints in budget segment phones(p.s. they are not very fast). Given the price, the specs are literally awesome. The camera module is innovative. Performance is good. Battery backup is also excellent.
","Reviewed in India on 4 April 2020","#Mi",5,""
"R3KAI2GLE7V4YL","Aman Rana","
  I am writing this review after one month usage.It is fully user experienced and unbiased review.Display-8/10Battery-9/10Charging-7/10 (fast but not acceptable in 2020)Build quality-10/10 ( just amazing)Camera-7/10 (not up to the mark i.e; below average at this price range)Video quality-10/10Fingerprint scanner-10/10Speaker quality-9/10Call quality -10/10Design- 10/10Processor- it is just amazing there is no heating issue an pubg runs very smoothly in 60 fps after applying gfx tool. Literally very good processor under 15k.Heating issue- no heating issue at allCons-:1)weak network reception2) no amoled display.3) heavy to handle with single hand.4) gyroscope is not well calibrated by company whenever i try to play pubg it moves automatically.5) no fast charging6) some software bugs which can be fixed by a software update.7) poor picture quality(low quality photographs)A unknown issue : during PUBG mobile gameplay is noticed high ping problem in this device evertime even in good network area. I don't know its a phone problem or PUBG problem. But yes i notice it every time while playing online games like pubg and freefire.
","Reviewed in India on 23 July 2020","A powerful monster with amazing battery and processor",4,"https://images-na.ssl-images-amazon.com/images/I/81G3r02APBL.jpg
https://images-na.ssl-images-amazon.com/images/I/81u1nQpaihL.jpg"
"R118SM8H2TTMTW","Ramesh Nimmagadda ","
  Do not buy this phone.Screen bleeding issues.Phone keep on hanging
","Reviewed in India on 6 June 2020","Screen bleeding issue",1,""
"R26PADN43EESIJ","Vara Prasad","
  After one month intense use  I am here to submit feedback.....This is very worst worst worst model phone in Redmi series . Because with in 7 days after purchase I met the problem with this. I thought it may resolved automatically while updating phone. But  it does happened. The main  problem in this phone that what ever the xiomi promoted in this phone like QUADRA CAMERA is not at all opening. While opening saying that opening in camera is ERROR please Restart.. So many times Restarted eventhough no response. And phone also strucking while using.I request all of you to kindly not to buy this phone.
","Reviewed in India on 9 July 2020","Camera is not at all working proper",1,""
